Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Sales Agent ID;Country/Region;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity
11;CA-115812-2016_06_09;2016/06/09;2016/06/14;Standard Class;BH-11710;Brosina Hoffman;4;United States;Los Angeles;California;90032;West;FUR-TA-10001539;Furniture;Tables;Chromcraft Rectangular Conference Tables;1706,184;9
12;CA-115812-2016_06_09;2016/06/09;2016/06/14;Standard Class;BH-11710;Brosina Hoffman;4;United States;Los Angeles;California;90032;West;TEC-PH-10002033;Technology;Phones;Konftel 250 Conference phone - Charcoal black;911,424;4
13;CA-114412-2019_04_15;2019/04/15;2019/04/20;Standard Class;AA-10480;Andrew Allen;32;United States;Concord;North Carolina;28027;South;OFF-PA-10002365;Office Supplies;Paper;Xerox 1967;15,552;3
14;CA-161389-2018_12_05;2018/12/05;2018/12/10;Standard Class;IM-15070;Irene Maddox;46;United States;Seattle;Washington;98103;West;OFF-BI-10003656;Office Supplies;Binders;Fellowes PB200 Plastic Comb Binding Machine;407,976;3
15;US-118983-2017_11_22;2017/11/22;2017/11/26;Standard Class;HP-14815;Harold Pawlan;42;United States;Fort Worth;Texas;76106;Central;OFF-AP-10002311;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;68,81;5
16;US-118983-2017_11_22;2017/11/22;2017/11/26;Standard Class;HP-14815;Harold Pawlan;42;United States;Fort Worth;Texas;76106;Central;OFF-BI-10000756;Office Supplies;Binders;Storex DuraTech Recycled Plastic Frosted Binders;2,544;3
17;CA-105893-2016_11_11;2016/11/11;2016/11/18;Standard Class;PK-19075;Pete Kriz;48;United States;Madison;Wisconsin;53711;Central;OFF-ST-10004186;Office Supplies;Storage;"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D";665,88;6
18;CA-167164-2016_05_13;2016/05/13;2016/05/15;Second Class;AG-10270;Alejandro Grove;43;United States;West Jordan;Utah;84084;West;OFF-ST-10000107;Office Supplies;Storage;Fellowes Super Stor/Drawer;55,5;2
19;CA-143336-2016_08_27;2016/08/27;2016/09/01;Second Class;ZD-21925;Zuschuss Donatelli;4;United States;San Francisco;California;94109;West;OFF-AR-10003056;Office Supplies;Art;Newell 341;8,56;2
20;CA-143336-2016_08_27;2016/08/27;2016/09/01;Second Class;ZD-21925;Zuschuss Donatelli;4;United States;San Francisco;California;94109;West;TEC-PH-10001949;Technology;Phones;Cisco SPA 501G IP Phone;213,48;3
21;CA-143336-2016_08_27;2016/08/27;2016/09/01;Second Class;ZD-21925;Zuschuss Donatelli;4;United States;San Francisco;California;94109;West;OFF-BI-10002215;Office Supplies;Binders;"Wilson Jones Hanging View Binder, White, 1""";22,72;4
22;CA-137330-2018_12_09;2018/12/09;2018/12/13;Standard Class;KB-16585;Ken Black;26;United States;Fremont;Nebraska;68025;Central;OFF-AR-10000246;Office Supplies;Art;Newell 318;19,46;7
23;CA-137330-2018_12_09;2018/12/09;2018/12/13;Standard Class;KB-16585;Ken Black;26;United States;Fremont;Nebraska;68025;Central;OFF-AP-10001492;Office Supplies;Appliances;Acco Six-Outlet Power Strip, 4' Cord Length;60,34;7
24;US-156909-2019_07_16;2019/07/16;2019/07/18;Second Class;SF-20065;Sandra Flanagan;37;United States;Philadelphia;Pennsylvania;19140;East;FUR-CH-10002774;Furniture;Chairs;Global Deluxe Stacking Chair, Gray;71,372;2
25;CA-106320-2017_09_25;2017/09/25;2017/09/30;Standard Class;EB-13870;Emily Burns;43;United States;Orem;Utah;84057;West;FUR-TA-10000577;Furniture;Tables;Bretford CR4500 Series Slim Rectangular Table;1044,63;3
26;CA-121755-2018_01_16;2018/01/16;2018/01/20;Second Class;EH-13945;Eric Hoffmann;4;United States;Los Angeles;California;90049;West;OFF-BI-10001634;Office Supplies;Binders;Wilson Jones Active Use Binders;11,648;2
27;CA-121755-2018_01_16;2018/01/16;2018/01/20;Second Class;EH-13945;Eric Hoffmann;4;United States;Los Angeles;California;90049;West;TEC-AC-10003027;Technology;Accessories;Imation 8GB Mini TravelDrive USB 2.0 Flash Drive;90,57;3
28;US-150630-2017_09_17;2017/09/17;2017/09/21;Standard Class;TB-21520;Tracy Blumstein;37;United States;Philadelphia;Pennsylvania;19140;East;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;3083,43;7
29;US-150630-2017_09_17;2017/09/17;2017/09/21;Standard Class;TB-21520;Tracy Blumstein;37;United States;Philadelphia;Pennsylvania;19140;East;OFF-BI-10000474;Office Supplies;Binders;Avery Recycled Flexi-View Covers for Binding Systems;9,618;2
30;US-150630-2017_09_17;2017/09/17;2017/09/21;Standard Class;TB-21520;Tracy Blumstein;37;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10004848;Furniture;Furnishings;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";124,2;3
31;US-150630-2017_09_17;2017/09/17;2017/09/21;Standard Class;TB-21520;Tracy Blumstein;37;United States;Philadelphia;Pennsylvania;19140;East;OFF-EN-10001509;Office Supplies;Envelopes;Poly String Tie Envelopes;3,264;2
32;US-150630-2017_09_17;2017/09/17;2017/09/21;Standard Class;TB-21520;Tracy Blumstein;37;United States;Philadelphia;Pennsylvania;19140;East;OFF-AR-10004042;Office Supplies;Art;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;86,304;6
33;US-150630-2017_09_17;2017/09/17;2017/09/21;Standard Class;TB-21520;Tracy Blumstein;37;United States;Philadelphia;Pennsylvania;19140;East;OFF-BI-10001525;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";6,858;6
34;US-150630-2017_09_17;2017/09/17;2017/09/21;Standard Class;TB-21520;Tracy Blumstein;37;United States;Philadelphia;Pennsylvania;19140;East;OFF-AR-10001683;Office Supplies;Art;Lumber Crayons;15,76;2
35;CA-107727-2019_10_19;2019/10/19;2019/10/23;Second Class;MA-17560;Matt Abelman;42;United States;Houston;Texas;77095;Central;OFF-PA-10000249;Office Supplies;Paper;Easy-staple paper;29,472;3
36;CA-117590-2018_12_08;2018/12/08;2018/12/10;First Class;GH-14485;Gene Hale;42;United States;Richardson;Texas;75080;Central;TEC-PH-10004977;Technology;Phones;GE 30524EE4;1097,544;7
37;CA-117590-2018_12_08;2018/12/08;2018/12/10;First Class;GH-14485;Gene Hale;42;United States;Richardson;Texas;75080;Central;FUR-FU-10003664;Furniture;Furnishings;Electrix Architect's Clamp-On Swing Arm Lamp, Black;190,92;5
38;CA-117415-2017_12_27;2017/12/27;2017/12/31;Standard Class;SN-20710;Steve Nguyen;42;United States;Houston;Texas;77041;Central;OFF-EN-10002986;Office Supplies;Envelopes;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";113,328;9
39;CA-117415-2017_12_27;2017/12/27;2017/12/31;Standard Class;SN-20710;Steve Nguyen;42;United States;Houston;Texas;77041;Central;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;532,3992;3
40;CA-117415-2017_12_27;2017/12/27;2017/12/31;Standard Class;SN-20710;Steve Nguyen;42;United States;Houston;Texas;77041;Central;FUR-CH-10004218;Furniture;Chairs;Global Fabric Manager's Chair, Dark Gray;212,058;3
41;CA-117415-2017_12_27;2017/12/27;2017/12/31;Standard Class;SN-20710;Steve Nguyen;42;United States;Houston;Texas;77041;Central;TEC-PH-10000486;Technology;Phones;Plantronics HL10 Handset Lifter;371,168;4
42;CA-120999-2019_09_10;2019/09/10;2019/09/15;Standard Class;LC-16930;Linda Cazamias;12;United States;Naperville;Illinois;60540;Central;TEC-PH-10004093;Technology;Phones;Panasonic Kx-TS550;147,168;4
43;CA-101343-2018_07_17;2018/07/17;2018/07/22;Standard Class;RA-19885;Ruben Ausman;4;United States;Los Angeles;California;90049;West;OFF-ST-10003479;Office Supplies;Storage;Eldon Base for stackable storage shelf, platinum;77,88;2
44;CA-139619-2019_09_19;2019/09/19;2019/09/23;Standard Class;ES-14080;Erin Smith;9;United States;Melbourne;Florida;32935;South;OFF-ST-10003282;Office Supplies;Storage;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;95,616;2
45;CA-118255-2018_03_11;2018/03/11;2018/03/13;First Class;ON-18715;Odella Nelson;22;United States;Eagan;Minnesota;55122;Central;TEC-AC-10000171;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;45,98;2
46;CA-118255-2018_03_11;2018/03/11;2018/03/13;First Class;ON-18715;Odella Nelson;22;United States;Eagan;Minnesota;55122;Central;OFF-BI-10003291;Office Supplies;Binders;Wilson Jones Leather-Like Binders with DublLock Round Rings;17,46;2
47;CA-146703-2016_10_20;2016/10/20;2016/10/25;Second Class;PO-18865;Patrick O'Donnell;21;United States;Westland;Michigan;48185;Central;OFF-ST-10001713;Office Supplies;Storage;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;211,96;4
48;CA-169194-2018_06_20;2018/06/20;2018/06/25;Standard Class;LH-16900;Lena Hernandez;7;United States;Dover;Delaware;19901;East;TEC-AC-10002167;Technology;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;45;3
49;CA-169194-2018_06_20;2018/06/20;2018/06/25;Standard Class;LH-16900;Lena Hernandez;7;United States;Dover;Delaware;19901;East;TEC-PH-10003988;Technology;Phones;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;21,8;2
50;CA-115742-2017_04_18;2017/04/18;2017/04/22;Standard Class;DP-13000;Darren Powers;13;United States;New Albany;Indiana;47150;Central;OFF-BI-10004410;Office Supplies;Binders;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;38,22;6
51;CA-115742-2017_04_18;2017/04/18;2017/04/22;Standard Class;DP-13000;Darren Powers;13;United States;New Albany;Indiana;47150;Central;OFF-LA-10002762;Office Supplies;Labels;Avery 485;75,18;6
52;CA-115742-2017_04_18;2017/04/18;2017/04/22;Standard Class;DP-13000;Darren Powers;13;United States;New Albany;Indiana;47150;Central;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;6,16;2
53;CA-115742-2017_04_18;2017/04/18;2017/04/22;Standard Class;DP-13000;Darren Powers;13;United States;New Albany;Indiana;47150;Central;FUR-CH-10003061;Furniture;Chairs;Global Leather Task Chair, Black;89,99;1
54;CA-105816-2018_12_11;2018/12/11;2018/12/17;Standard Class;JM-15265;Janet Molinari;31;United States;New York City;New York;10024;East;OFF-FA-10000304;Office Supplies;Fasteners;Advantus Push Pins;15,26;7
55;CA-105816-2018_12_11;2018/12/11;2018/12/17;Standard Class;JM-15265;Janet Molinari;31;United States;New York City;New York;10024;East;TEC-PH-10002447;Technology;Phones;AT&T CL83451 4-Handset Telephone;1029,95;5
56;CA-111682-2018_06_17;2018/06/17;2018/06/18;First Class;TB-21055;Ted Butterfield;31;United States;Troy;New York;12180;East;OFF-ST-10000604;Office Supplies;Storage;Home/Office Personal File Carts;208,56;6
57;CA-111682-2018_06_17;2018/06/17;2018/06/18;First Class;TB-21055;Ted Butterfield;31;United States;Troy;New York;12180;East;OFF-PA-10001569;Office Supplies;Paper;Xerox 232;32,4;5
58;CA-111682-2018_06_17;2018/06/17;2018/06/18;First Class;TB-21055;Ted Butterfield;31;United States;Troy;New York;12180;East;FUR-CH-10003968;Furniture;Chairs;Novimex Turbo Task Chair;319,41;5
59;CA-111682-2018_06_17;2018/06/17;2018/06/18;First Class;TB-21055;Ted Butterfield;31;United States;Troy;New York;12180;East;OFF-PA-10000587;Office Supplies;Paper;Array Parchment Paper, Assorted Colors;14,56;2
60;CA-111682-2018_06_17;2018/06/17;2018/06/18;First Class;TB-21055;Ted Butterfield;31;United States;Troy;New York;12180;East;TEC-AC-10002167;Technology;Accessories;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;30;2
61;CA-111682-2018_06_17;2018/06/17;2018/06/18;First Class;TB-21055;Ted Butterfield;31;United States;Troy;New York;12180;East;OFF-BI-10001460;Office Supplies;Binders;Plastic Binding Combs;48,48;4
62;CA-111682-2018_06_17;2018/06/17;2018/06/18;First Class;TB-21055;Ted Butterfield;31;United States;Troy;New York;12180;East;OFF-AR-10001868;Office Supplies;Art;Prang Dustless Chalk Sticks;1,68;1
63;CA-135545-2017_11_24;2017/11/24;2017/11/30;Standard Class;KM-16720;Kunst Miller;4;United States;Los Angeles;California;90004;West;TEC-AC-10004633;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;13,98;2
64;CA-135545-2017_11_24;2017/11/24;2017/11/30;Standard Class;KM-16720;Kunst Miller;4;United States;Los Angeles;California;90004;West;OFF-BI-10001078;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";25,824;6
65;CA-135545-2017_11_24;2017/11/24;2017/11/30;Standard Class;KM-16720;Kunst Miller;4;United States;Los Angeles;California;90004;West;OFF-PA-10003892;Office Supplies;Paper;Xerox 1943;146,73;3
66;CA-135545-2017_11_24;2017/11/24;2017/11/30;Standard Class;KM-16720;Kunst Miller;4;United States;Los Angeles;California;90004;West;FUR-FU-10000397;Furniture;Furnishings;Luxo Economy Swing Arm Lamp;79,76;4
67;US-164175-2017_04_30;2017/04/30;2017/05/05;Standard Class;PS-18970;Paul Stevenson;12;United States;Chicago;Illinois;60610;Central;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;213,115;5
68;CA-106376-2016_12_05;2016/12/05;2016/12/10;Standard Class;BS-11590;Brendan Sweed;2;United States;Gilbert;Arizona;85234;West;OFF-AR-10002671;Office Supplies;Art;Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige;1113,024;8
69;CA-106376-2016_12_05;2016/12/05;2016/12/10;Standard Class;BS-11590;Brendan Sweed;2;United States;Gilbert;Arizona;85234;West;TEC-PH-10002726;Technology;Phones;netTALK DUO VoIP Telephone Service;167,968;4
70;CA-119823-2018_06_04;2018/06/04;2018/06/06;First Class;KD-16270;Karen Daniels;45;United States;Springfield;Virginia;22153;South;OFF-PA-10000482;Office Supplies;Paper;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;75,88;2
71;CA-106075-2018_09_18;2018/09/18;2018/09/23;Standard Class;HM-14980;Henry MacAllister;31;United States;New York City;New York;10009;East;OFF-BI-10004654;Office Supplies;Binders;Avery Binding System Hidden Tab Executive Style Index Sets;4,616;1
72;CA-114440-2019_09_14;2019/09/14;2019/09/17;Second Class;TB-21520;Tracy Blumstein;21;United States;Jackson;Michigan;49201;Central;OFF-PA-10004675;Office Supplies;Paper;"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";19,05;3
73;US-134026-2017_04_26;2017/04/26;2017/05/02;Standard Class;JE-15745;Joel Eaton;41;United States;Memphis;Tennessee;38109;South;FUR-CH-10000513;Furniture;Chairs;High-Back Leather Manager's Chair;831,936;8
74;US-134026-2017_04_26;2017/04/26;2017/05/02;Standard Class;JE-15745;Joel Eaton;41;United States;Memphis;Tennessee;38109;South;FUR-FU-10003708;Furniture;Furnishings;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";97,04;2
75;US-134026-2017_04_26;2017/04/26;2017/05/02;Standard Class;JE-15745;Joel Eaton;41;United States;Memphis;Tennessee;38109;South;OFF-ST-10004123;Office Supplies;Storage;Safco Industrial Wire Shelving System;72,784;1
76;US-118038-2019_12_09;2019/12/09;2019/12/11;First Class;KB-16600;Ken Brennan;42;United States;Houston;Texas;77041;Central;OFF-BI-10004182;Office Supplies;Binders;Economy Binders;1,248;3
77;US-118038-2019_12_09;2019/12/09;2019/12/11;First Class;KB-16600;Ken Brennan;42;United States;Houston;Texas;77041;Central;FUR-FU-10000260;Furniture;Furnishings;"6"" Cubicle Wall Clock, Black";9,708;3
78;US-118038-2019_12_09;2019/12/09;2019/12/11;First Class;KB-16600;Ken Brennan;42;United States;Houston;Texas;77041;Central;OFF-ST-10000615;Office Supplies;Storage;SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h;27,24;3
79;US-147606-2016_11_26;2016/11/26;2016/12/01;Second Class;JE-15745;Joel Eaton;42;United States;Houston;Texas;77070;Central;FUR-FU-10003194;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;19,3;5
80;CA-127208-2018_06_12;2018/06/12;2018/06/15;First Class;SC-20770;Stewart Carmichael;1;United States;Decatur;Alabama;35601;South;OFF-AP-10002118;Office Supplies;Appliances;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";208,16;1
81;CA-127208-2018_06_12;2018/06/12;2018/06/15;First Class;SC-20770;Stewart Carmichael;1;United States;Decatur;Alabama;35601;South;OFF-BI-10002309;Office Supplies;Binders;Avery Heavy-Duty EZD  Binder With Locking Rings;16,74;3
82;CA-139451-2016_10_12;2016/10/12;2016/10/16;Standard Class;DN-13690;Duane Noonan;4;United States;San Francisco;California;94122;West;OFF-AR-10002053;Office Supplies;Art;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;14,9;5
83;CA-139451-2016_10_12;2016/10/12;2016/10/16;Standard Class;DN-13690;Duane Noonan;4;United States;San Francisco;California;94122;West;OFF-ST-10002370;Office Supplies;Storage;Sortfiler Multipurpose Personal File Organizer, Black;21,39;1
84;CA-149734-2017_09_03;2017/09/03;2017/09/08;Standard Class;JC-16105;Julie Creighton;32;United States;Durham;North Carolina;27707;South;OFF-EN-10000927;Office Supplies;Envelopes;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;200,984;7
85;US-119662-2019_11_13;2019/11/13;2019/11/16;First Class;CS-12400;Christopher Schild;12;United States;Chicago;Illinois;60623;Central;OFF-ST-10003656;Office Supplies;Storage;Safco Industrial Wire Shelving;230,376;3
86;CA-140088-2019_05_28;2019/05/28;2019/05/30;Second Class;PO-18865;Patrick O'Donnell;39;United States;Columbia;South Carolina;29203;South;FUR-CH-10000863;Furniture;Chairs;Novimex Swivel Fabric Task Chair;301,96;2
87;CA-155558-2019_10_26;2019/10/26;2019/11/02;Standard Class;PG-18895;Paul Gonzalez;22;United States;Rochester;Minnesota;55901;Central;TEC-AC-10001998;Technology;Accessories;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;19,99;1
88;CA-155558-2019_10_26;2019/10/26;2019/11/02;Standard Class;PG-18895;Paul Gonzalez;22;United States;Rochester;Minnesota;55901;Central;OFF-LA-10000134;Office Supplies;Labels;Avery 511;6,16;2
89;CA-159695-2018_04_05;2018/04/05;2018/04/10;Second Class;GM-14455;Gary Mitchum;42;United States;Houston;Texas;77095;Central;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;158,368;7
90;CA-109806-2018_09_17;2018/09/17;2018/09/22;Standard Class;JS-15685;Jim Sink;4;United States;Los Angeles;California;90036;West;OFF-AR-10004930;Office Supplies;Art;Turquoise Lead Holder with Pocket Clip;20,1;3
91;CA-109806-2018_09_17;2018/09/17;2018/09/22;Standard Class;JS-15685;Jim Sink;4;United States;Los Angeles;California;90036;West;TEC-PH-10004093;Technology;Phones;Panasonic Kx-TS550;73,584;2
92;CA-109806-2018_09_17;2018/09/17;2018/09/22;Standard Class;JS-15685;Jim Sink;4;United States;Los Angeles;California;90036;West;OFF-PA-10000304;Office Supplies;Paper;Xerox 1995;6,48;1
93;CA-149587-2017_01_31;2017/01/31;2017/02/05;Second Class;KB-16315;Karl Braun;22;United States;Minneapolis;Minnesota;55407;Central;OFF-PA-10003177;Office Supplies;Paper;Xerox 1999;12,96;2
94;CA-149587-2017_01_31;2017/01/31;2017/02/05;Second Class;KB-16315;Karl Braun;22;United States;Minneapolis;Minnesota;55407;Central;FUR-FU-10003799;Furniture;Furnishings;"Seth Thomas 13 1/2"" Wall Clock";53,34;3
95;CA-149587-2017_01_31;2017/01/31;2017/02/05;Second Class;KB-16315;Karl Braun;22;United States;Minneapolis;Minnesota;55407;Central;OFF-BI-10002852;Office Supplies;Binders;Ibico Standard Transparent Covers;32,96;2
96;US-109484-2019_11_06;2019/11/06;2019/11/12;Standard Class;RB-19705;Roger Barcio;36;United States;Portland;Oregon;97206;West;OFF-BI-10004738;Office Supplies;Binders;Flexible Leather- Look Classic Collection Ring Binder;5,682;1
97;CA-161018-2019_11_09;2019/11/09;2019/11/11;Second Class;PN-18775;Parhena Norris;31;United States;New York City;New York;10009;East;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;96,53;7
98;CA-157833-2019_06_17;2019/06/17;2019/06/20;First Class;KD-16345;Katherine Ducich;4;United States;San Francisco;California;94122;West;OFF-BI-10001721;Office Supplies;Binders;Trimflex Flexible Post Binders;51,312;3
99;CA-149223-2018_09_06;2018/09/06;2018/09/11;Standard Class;ER-13855;Elpida Rittenbach;22;United States;Saint Paul;Minnesota;55106;Central;OFF-AP-10000358;Office Supplies;Appliances;Fellowes Basic Home/Office Series Surge Protectors;77,88;6
100;CA-158568-2018_08_29;2018/08/29;2018/09/02;Standard Class;RB-19465;Rick Bensley;12;United States;Chicago;Illinois;60610;Central;OFF-PA-10003256;Office Supplies;Paper;Avery Personal Creations Heavyweight Cards;64,624;7
101;CA-158568-2018_08_29;2018/08/29;2018/09/02;Standard Class;RB-19465;Rick Bensley;12;United States;Chicago;Illinois;60610;Central;TEC-AC-10001767;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;95,976;3
102;CA-158568-2018_08_29;2018/08/29;2018/09/02;Standard Class;RB-19465;Rick Bensley;12;United States;Chicago;Illinois;60610;Central;OFF-BI-10002609;Office Supplies;Binders;Avery Hidden Tab Dividers for Binding Systems;1,788;3
103;CA-129903-2018_12_01;2018/12/01;2018/12/04;Second Class;GZ-14470;Gary Zandusky;22;United States;Rochester;Minnesota;55901;Central;OFF-PA-10004040;Office Supplies;Paper;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);23,92;4
104;US-156867-2017_11_13;2017/11/13;2017/11/17;Standard Class;LC-16870;Lena Cacioppo;5;United States;Aurora;Colorado;80013;West;TEC-AC-10001552;Technology;Accessories;Logitech K350 2.4Ghz Wireless Keyboard;238,896;6
105;US-156867-2017_11_13;2017/11/13;2017/11/17;Standard Class;LC-16870;Lena Cacioppo;5;United States;Aurora;Colorado;80013;West;FUR-FU-10004006;Furniture;Furnishings;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;102,36;3
106;US-156867-2017_11_13;2017/11/13;2017/11/17;Standard Class;LC-16870;Lena Cacioppo;5;United States;Aurora;Colorado;80013;West;OFF-BI-10002794;Office Supplies;Binders;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";36,882;3
107;CA-119004-2019_11_23;2019/11/23;2019/11/28;Standard Class;JM-15250;Janet Martin;32;United States;Charlotte;North Carolina;28205;South;TEC-AC-10003499;Technology;Accessories;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;74,112;8
108;CA-119004-2019_11_23;2019/11/23;2019/11/28;Standard Class;JM-15250;Janet Martin;32;United States;Charlotte;North Carolina;28205;South;TEC-PH-10002844;Technology;Phones;Speck Products Candyshell Flip Case;27,992;1
109;CA-119004-2019_11_23;2019/11/23;2019/11/28;Standard Class;JM-15250;Janet Martin;32;United States;Charlotte;North Carolina;28205;South;OFF-AR-10000390;Office Supplies;Art;Newell Chalk Holder;3,304;1
110;CA-129476-2017_10_15;2017/10/15;2017/10/20;Standard Class;PA-19060;Pete Armstrong;12;United States;Orland Park;Illinois;60462;Central;TEC-AC-10000844;Technology;Accessories;Logitech Gaming G510s - Keyboard;339,96;5
111;CA-146780-2019_12_25;2019/12/25;2019/12/30;Standard Class;CV-12805;Cynthia Voltz;31;United States;New York City;New York;10035;East;FUR-FU-10001934;Furniture;Furnishings;Magnifier Swing Arm Lamp;41,96;2
112;CA-128867-2018_11_03;2018/11/03;2018/11/10;Standard Class;CL-12565;Clay Ludtke;14;United States;Urbandale;Iowa;50322;Central;OFF-AR-10000380;Office Supplies;Art;Hunt PowerHouse Electric Pencil Sharpener, Blue;75,96;2
113;CA-128867-2018_11_03;2018/11/03;2018/11/10;Standard Class;CL-12565;Clay Ludtke;14;United States;Urbandale;Iowa;50322;Central;OFF-BI-10003981;Office Supplies;Binders;"Avery Durable Plastic 1"" Binders";27,24;6
114;CA-115259-2016_08_25;2016/08/25;2016/08/27;Second Class;RC-19960;Ryan Crowe;34;United States;Columbus;Ohio;43229;East;OFF-FA-10000621;Office Supplies;Fasteners;OIC Colored Binder Clips, Assorted Sizes;40,096;14
115;CA-115259-2016_08_25;2016/08/25;2016/08/27;Second Class;RC-19960;Ryan Crowe;34;United States;Columbus;Ohio;43229;East;OFF-EN-10002600;Office Supplies;Envelopes;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;4,72;2
